NAME	ROLE	HU	EN	ORG	DATE	DATE
LatorcaiJanos	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2014-06-10	2014-12-08
LatorcaiJanos	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-08	2018-06-04
LazarJanos	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB 	2018-06-04	2020-03-23
LazarJanos	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2020-03-23	2022-05-01
LazarJanos	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2022-05-02	2022-05-23
LazarJanos	minister	Miniszterelnökséget vezető miniszter	Minister of Prime Ministry	GOV.10	2014-06-06	2018-05-17
LazarJanos	member			GOV.10	2014-06-06	2018-05-17
LazarJanos	head	Miniszterelnökséget vezető miniszter	minister in charge of the prime minister's office	ministry.Min	2014-06-06	2018-05-17
LazarJanos	member			ministry.Min	2014-06-06	2018-05-17
LazarJanos	minister	építési és beruházási miniszter	Minister of Construction and Investment	GOV.12	2022-05-24	
LazarJanos	member			GOV.12	2022-05-24	
LazarJanos	head	építési és beruházási miniszter	Minister of Construction and Investment	ministry.Epites	2022-05-24	
LazarJanos	member			ministry.Epites	2022-05-24	
LegenyZsolt	member			org.EUB	2015-06-08	2016-11-07
LegenyZsolt	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2016-11-21	2017-03-06
LegenyZsolt	member	Mezőgazdasági bizottság tagja	member of the Committee on Agriculture	org.MezoB	2014-06-06	2018-05-07
LegenyZsolt	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2015-06-08
LenkovicsBarnabas	head	Alkotmánybíróság elnöke	chief justice of the Constitutional Court	org.AB	2015-02-25	2016-04-21
LenkovicsBarnabas	member			org.AB	2007	2016-04-21
LepsenyiIstvan	secretaryOfState	gazdaságfejlesztésért és -szabályozásért felelős államtitkár	secretary of state for economy development and regulation	ministry.NGM	2015-11-01	2018-05-17
LezsakSandor	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.7	2014-06-06	2018-05-07
LezsakSandor	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.8	2018-05-08	2022-05-01
LezsakSandor	deputyHead	Országgyűlés alelnöke	deputy head of the National Assembly	OGY.9	2022-05-02	
LezsakSandor	member	Hungarikum Bizottság tagja	member of the Hungarikum Committee	org.HB	2014-06-06	2018-05-07
LezsakSandor	member	Hungarikum Bizottság tagja	member of the Hungarikum Committee	org.HB	2018-05-08	2022-05-01
LezsakSandor	member	Hungarikum Bizottság tagja	member of the Hungarikum Committee	org.HB	2022-05-02	
LezsakSandor	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2014-06-06	2018-05-07
LezsakSandor	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2018-05-08	2022-05-01
LezsakSandor	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2022-05-02	
LocseiLajos	member	Mezőgazdasági bizottság tag	member of the Committee on Agriculture	org.MezoB  	2022-05-02	
LocseiLajos	member	Vállalkozásfejlesztési Bizottság tag	member of the Committee on Business Development	org.VB  	2022-05-02	
LorincziZoltan	secretaryOfState	nemzetközi ügyekért felelős államtitkár	secretary of state for international affairs	ministry.Emmi	2019-09-04	2022-05-23
LSimonLaszlo	secretaryOfState	kulturális örökségvédelemért és kiemelt kulturális beruházásokért felelős államtitkár	secretary of state for cultural heritage protection and priority cultural investments	ministry.Min	2014-06-06	2016-07-06
LukacsLaszloGyorgy	member			org.HRB	2020-06-08	2022-05-01
LukacsLaszloGyorgy	member			org.HRB	2022-05-02	
LukacsLaszloGyorgy	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB	2020-06-08	2022-05-01
LukacsLaszloGyorgy	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB	2022-05-02	
LukacsLaszloGyorgy	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB	2018-05-18	2018-12-10
LukacsLaszloGyorgy	head	Nemzetbiztonsági bizottság elnöke	head of the Committee on National Security	org.NVedB	2019-11-05	2019-12-11
LukacsLaszloGyorgy	member			org.NVedB	2019-11-05	2019-12-11
LukacsLaszloGyorgy	member	Igazságügyi bizottság tagja	member of the Committee on Justice	org.IB	2022-05-02	2022-05-17
LukacsLaszloGyorgy	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB	2019-10-21	2020-06-08
LukacsLaszloGyorgy	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB	2018-05-18	2022-05-01
LukacsLaszloGyorgy	member	Törvényalkotási bizottság tagja	member of the Legislative committee	org.TB	2014-06-30	2018-05-07
LukacsLaszloGyorgy	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	2022-05-17
LukacsLaszloGyorgy	secretary	jegyző	notary	OGY.8	2019-02-18	2020-06-04
LukacsZoltan	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee on Business Development	org.VB 	2016-09-12	2018-05-07
LukacsZoltan	member			org.VB 	2016-09-12	2018-05-07
LukacsZoltan	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2015-06-08
MagerAndrea	member	Monetáris Tanács tagja	member of the Monetary Council of the Hungarian National Bank	org.MNB-MT 	2011-03-21	2016-07-06
MagerAndrea	minister	nemzeti vagyon kezeléséért felelős tárca nélküli miniszter	minister without portfolio for national wealth	GOV.11	2018-05-18	2022-05-23
MagerAndrea	member			GOV.11	2018-05-18	2022-05-23
MagyarLevente	secretaryOfState	gazdaságdiplomáciáért felelős államtitkár	secretary of state for economy diplomacy	ministry.Kul	2014-10-01	2017-07-01
MagyarLevente	secretaryOfState	Külgazdasági és Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreign Affairs and Trade	ministry.Kul	2017-07-01	2018-05-17
MagyarLevente	secretaryOfState	Külgazdasági és Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreign Affairs and Trade	ministry.Kul	2018-05-18	
MagyarLevente	secretaryOfState	Külgazdasági és Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreign Affairs and Trade	ministry.Kul	2022-05-24	
MagyarZoltan	deputyHead	Mezőgazdasági bizottság alelnöke	deputy head of the Committee on Agriculture	org.MezoB 	2014-06-06	2018-05-07
MagyarZoltan	deputyHead	Mezőgazdasági bizottság alelnöke	deputy head of the Committee on Agriculture	org.MezoB 	2018-05-18	2022-05-01
MagyarZoltan	deputyHead	Mezőgazdasági bizottság alelnöke	deputy head of the Committee on Agriculture	org.MezoB 	2022-05-02	
MagyarZoltan	member			org.MezoB 	2014-06-06	2018-05-07
MagyarZoltan	member			org.MezoB 	2018-05-18	2022-05-01
MagyarZoltan	member			org.MezoB 	2022-05-02	
ManningerJeno	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2015-10-19	2018-05-07
ManningerJeno	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2018-05-18	2022-05-01
ManningerJeno	member			org.GB 	2018-05-18	2022-05-01
ManningerJeno	deputyHead	Törvényalkotási bizottság alelnöke	deputy head of the Committee on Legislation	org.TB	2014-06-06	2014-06-02
ManningerJeno	member			org.TB	2014-06-06	2014-06-02
ManningerJeno	member	Fenntartható fejlődés bizottság	member of the Committee on Sustainable Development	org.FFB	2014-06-02	2018-05-07
ManningerJeno	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2015-02-16	2018-05-07
MarkiZoltan	member	alkotmánybíró	constitutional judge	org.AB 	2021-06-22	
MaruzsaZoltanViktor	secretaryOfState	Belügyminisztérium államtitkára		ministry.Bel	2022-05-24	
MaruzsaZoltanViktor	secretaryOfState	köznevelésért felelős államtitkár	secretary of state for public education	ministry.Emmi	2019-09-01	2022-05-23
MatolcsyGyorgy	head	Magyar Nemzeti Bank elnöke	chair of the Hungarian National Bank	org.MNB	2013-03-04	
MatolcsyGyorgy	member			org.MNB	2013-03-04	
MatraiMarta	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
MatraiMarta	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
MatraiMarta	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
MellarTamas	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2018-06-04	2022-05-01
MellarTamas	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2022-05-02	
MellarTamas	member			org.GB 	2018-06-04	2022-05-01
MellarTamas	member			org.GB 	2022-05-02	
MellarTamas	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-05-18	2018-05-19
MenczerTamas	secretaryOfState	tájékoztatásért és Magyarország nemzetközi megjelenítéséért felelős államtitkár	secretary of state for information and the international representation of Hungary	ministry.Kul	2018-05-22	2022-05-23
MengyiRoland	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB	2014-06-06	2014-06-02
MengyiRoland	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB	2014-06-23	2018-05-07
MengyiRoland	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB	2014-06-06	2018-05-07
MengyiRoland	member	Törvényalkotási bizottság tagja	member of the Legislative Committee	org.TB	2014-06-06	2018-05-07
MesterhazyAttila	deputyHead	Külügyi bizottság alelnöke	deputy head of the Committee on Foreign Affairs	org.KulB  	2018-05-18	2022-05-01
MesterhazyAttila	member			org.KulB  	2018-05-18	2022-05-01
MesterhazyAttila	head	Költségvetési bizottság elnöke	head of the Committee on Budget	org.KB	2016-09-12	2018-05-07
MesterhazyAttila	member			org.KB	2016-09-12	2018-05-07
MesterhazyAttila	member	Költségvetési bizottság tagja	member of the Committee on Budget	org.KB	2018-05-18	2022-05-01
MesterhazyAttila	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2014-06-06	2018-05-07
MikolaIstvan	secretaryOfState	biztonságpolitikai és nemzetközi együttműködésért felelős államtitkár	Secretary of State for Security and International Cooperation	ministry.Kul	2014-06-06	2018-05-17
MirkoczkiAdam	head	Nemzetbiztonsági bizottság elnöke	head of the Committee on National Security	org.NVedB 	2018-05-18	2019-10-25
MirkoczkiAdam	member			org.NVedB 	2018-05-18	2019-10-25
MirkoczkiAdam	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2014-06-06	2018-05-07
MirkoczkiAdam	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2014-06-06	2018-05-07
MirkoczkiAdam	secretary	jegyző	notary	OGY.7	2014-06-06	2016-09-11
MolnarAgnes	deputyHead	Gazdasági bizottság alelnöke	deputy head of the Committee on Economics	org.GB 	2022-05-02	
MolnarAgnes	member			org.GB 	2022-05-02	
MolnarAgnes	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB	2014-06-06	2022-05-01
MolnarGyula	deputyHead	Vállalkozásfejlesztési bizottság alelnöke	deputy head of the Committee on Business Development	org.VB 	2018-05-18	2022-05-01
MolnarGyula	member			org.VB 	2018-05-18	2022-05-01
MolnarGyula	member	Gazdasági bizottság tagja	member of the Committee on Economics	org.GB 	2018-05-18	2018-06-04
MolnarGyula	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2018-06-11	2022-05-01
MolnarGyula	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-10-01	2019-12-02
MolnarZsolt	deputyHead	Nemzeti összetartozás bizottságának alelnöke	deputy head of the Committee on Cohesion	org.NOB	2018-05-18	2022-05-01
MolnarZsolt	member			org.NOB	2018-05-18	2022-05-01
MolnarZsolt	head	Nemzetbiztonsági bizottság elnöke	head of the Committee on National Security	org.NVedB	2014-06-06	2018-05-07
MolnarZsolt	member			org.NVedB	2014-06-06	2018-05-07
MolnarZsolt	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB	2018-05-18	2022-05-01
MolnarZsolt	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB	2022-05-02	
MoringJozsefAttila	deputyHead	Honvédelmi és rendészeti bizottság alelnöke	deputy head of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2018-10-15
MoringJozsefAttila	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2018-05-18	2022-05-01
MoringJozsefAttila	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2022-05-02	
MoringJozsefAttila	member	Nemzetbiztonsági bizottság tagja	member of the Committee on National Security	org.NVedB 	2014-06-06	2022-05-01
MoringJozsefAttila	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2014-06-06	2018-05-07
MoringJozsefAttila	secretary	jegyző	notary	OGY.7	2014-06-06	2018-05-07
MoringJozsefAttila	secretary	jegyző	notary	OGY.8	2018-05-18	2022-05-01
MoringJozsefAttila	secretary	jegyző	notary	OGY.9	2022-05-02	2022-06-14
MorvaiKrisztina	member	európai parlamenti képviselő	MEP	EP	2009-07-14	2019-07-01
MosocziLaszlo	secretaryOfState			ministry.ITM	2018-05-22	2022-05-23
MosocziLaszlo	secretaryOfState	közlekedéspolitikáért felelős államtitkár	Secretary of State for Transport Policy	ministry.ITM	2018-05-18	2022-05-23
NacsaLorinc	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2022-05-02	
NacsaLorinc	member			org.NB 	2022-05-02	
NacsaLorinc	secretary	korjegyző	junior notary	OGY.8	2018-05-18	2018-05-18
NacsaLorinc	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2018-05-18	2022-05-01
NacsaLorinc	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB  	2022-05-02	
NacsaLorinc	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2018-05-18	2022-05-01
NacsaLorinc	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2018-06-04
NagyAttilaMihaly	head	Nemzeti Választási Iroda elnöke	head of the National Election Office	org.NVI 	2020-09-15	
NagyAttilaMihaly	member			org.NVI 	2020-09-15	
NagyCsaba	member	Kulturális bizottság tagja	member of the Committee on Culture	org.KultB	2018-05-18	2022-05-01
NagyCsaba	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-10-15	2022-05-01
NagyCsaba	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
NagyIstvan	minister	agrárminiszter	minister of agriculture	GOV.11	2018-05-18	2022-05-23
NagyIstvan	member			GOV.11	2018-05-18	2022-05-23
NagyIstvan	head	agrárminiszter	minister of agriculture	ministry.Agrar	2018-05-18	2022-05-23
NagyIstvan	member			ministry.Agrar	2018-05-18	2022-05-23
NagyIstvan	minister	agrárminiszter	minister of agriculture	GOV.12	2022-05-24	
NagyIstvan	secretaryOfState			ministry.Fold	2014-06-15	2018-05-17
NagyIstvan	secretaryOfState	Földművelésügyi Minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Agriculture	ministry.Fold	2014-06-06	2018-05-17
NagyIstvan	member			GOV.12	2022-05-24	
NagyIstvan	head	agrárminiszter	minister of agriculture	ministry.Agrar	2022-05-24	
NagyIstvan	member			ministry.Agrar	2022-05-24	
NagyMarton	deputyHead	Magyar Nemzeti Bank alelnöke	deputy head of the Hungarian National Bank	org.MNB 	2015-09-01	2018-05-07
NagyMarton	member			org.MNB 	2015-09-01	2020-05-28
NagyMarton	deputyHead	Magyar Nemzeti Bank alelnöke	deputy head of the Hungarian National Bank	org.MNB 	2018-05-08	2020-05-28
NavracsicsTibor	member	Európai Bizottság tagja	member of the European Commission	EC	2014-11-01	2019-11-30
NavracsicsTibor	minister	területfejlesztésért és az uniós források felhasználásáért felelős tárca nélküli miniszter	minister without portfolio for area development and spending EU funds	GOV.12	2022-05-24	
NavracsicsTibor	member			GOV.12	2022-05-24	
NavracsicsTibor	minister	külgazdasági és külügyminiszter	minister for foreign trade and relations	GOV.10	2014-06-06	2014-09-22
NavracsicsTibor	member			GOV.10	2014-06-06	2014-09-22
NavracsicsTibor	head	külgazdasági és külügyminiszter	minister for foreign trade and relations	ministry.Kul	2014-06-06	2014-09-22
NavracsicsTibor	member			ministry.Kul	2014-06-06	2014-09-22
NemethLaszlone	secretaryOfState	nemzeti pénzügyi szolgáltatásokért és postaügyekért felelős államtitkár	Secretary of State for National Financial Services and Postal Affairs	ministry.Min	2014-06-06	2016-07-30
NemethSzilard	member	Honvédelmi és rendészeti bizottság tagja	member of the Committee on Defence and Law Enforcement	org.HRB 	2022-06-08	
NemethSzilard	secretaryOfState	honvédelmi minisztérium parlamenti államtitkára	parliamentary secretary of state for the Ministry of Defence	ministry.Hon	2018-05-22	2022-05-23
NemethZsolt	deputyHead	Nemzetbiztonsági bizottság alelnöke	deputy head of the Committee on National Security	org.NVedB 	2018-05-08	2018-06-04
NemethZsolt	member			org.NVedB 	2018-05-08	2018-06-04
NemethZsolt	head	Külügyi bizottság elnöke	head of the Committee on Foreign Affairs	org.KulB  	2014-06-06	2018-05-07
NemethZsolt	head	Külügyi bizottság elnöke	head of the Committee on Foreign Affairs	org.KulB  	2018-05-08	2022-05-01
NemethZsolt	head	Külügyi bizottság elnöke	head of the Committee on Foreign Affairs	org.KulB  	2022-05-02	
NemethZsolt	member			org.KulB  	2014-06-06	2018-05-07
NemethZsolt	member			org.KulB  	2018-05-08	2022-05-01
NemethZsolt	member			org.KulB  	2022-05-02	
NemethZsolt	secretaryOfState	Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreing Affairs	ministry.Kul	2014-06-06	2018-05-17
NemethZsolt	secretaryOfState	Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreing Affairs	ministry.Kul	2018-05-18	2022-05-23
NemethZsolt	secretaryOfState	Külügyminisztérium parlamenti államtitkára	parliamentary secretary of state for Ministry of Foreing Affairs	ministry.Kul	2022-05-24	
NiedermullerPeter	member	európai parlamenti képviselő	MEP	EP	2014-07-01	2019-07-01
NovakElod	deputyHead	Népjóléti bizottság alelnöke	deputy head of the Committee on Social Welfare	org.NB 	2014-06-06	2015-02-16
NovakElod	member	Népjóléti bizottság tagja	member of the Committee on Social Welfare	org.NB 	2014-06-06	2016-08-31
NovakKatalin	member			REP	2022-05-10	
NovakKatalin	head	köztársasági elnök	president	REP	2022-05-10	
NovakKatalin	minister	családokért felelős tárca nélküli miniszter	minister without portfolio responsible for families	GOV.11	2020-10-01	2021-12-31
NovakKatalin	secretaryOfState	család- és ifjúságügyért felelős államtitkár	secretary of state for families and youth policy	ministry.Emmi	2014-06-06	2018-05-17
NovakKatalin	secretaryOfState	család- és ifjúságügyért felelős államtitkár	secretary of state for families and youth policy	ministry.Emmi	2018-05-18	2020-09-30
NovakKatalin	member			GOV.11	2020-10-01	2021-12-31
NunkovicsTibor	deputyHead	Fenntartható fejlődés bizottságának alelnöke	deputy head of the Committee on Sustainable Development	org.FFB 	2019-07-08	2022-05-01
NunkovicsTibor	member			org.FFB 	2019-07-08	2022-05-01
NyitraiZsolt	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
NyitraiZsolt	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
NyitraiZsolt	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
OlahLajos	deputyHead	Országgyűlés alelnöke 	deputy head of the National Assembly	OGY.9	2022-05-02	
OlahLajos	deputyHead	Európai ügyek bizottságának alelnöke	deputy head of the Committee on European Affairs	org.EUB 	2018-05-18	2022-05-01
OlahLajos	member			org.EUB 	2018-05-18	2022-05-01
OlahLajos	member	Külügyi bizottság tagja	member of the Committee on Foreign Affairs	org.KulB	2014-06-06	2018-05-07
OnodiSzucsZoltan	secretaryOfState	egészségügyért felelős államtitkár	Secretary of State for Health	ministry.Emmi	2014-06-06	2018-05-17
OrbanBalazs	secretaryOfState	Miniszterelnökség parlamenti államtitkára	parliamentary secretary of state for the Prime Minister's Office	ministry.Min	2018-05-18	2022-05-23
OrbanGabor	secretaryOfState	adó- és pénzügyekért felelős államtitkár	secretary of state for tax and financial matters	ministry.NGM	2014-06-06	2015-07-31
OrbanViktor	member			GOV.10	2014-06-06	2018-05-17
OrbanViktor	member			GOV.11	2018-05-18	2022-05-23
OrbanViktor	member			GOV.12	2022-05-24	
OrbanViktor	head	miniszterelnök	Prime Minister	GOV.10	2014-06-06	2018-05-17
OrbanViktor	head	miniszterelnök	Prime Minister	GOV.11	2018-05-18	2022-05-23
OrbanViktor	head	miniszterelnök	Prime Minister	GOV.12	2022-05-24	
OroszAnna	member	Fenntartható Fejlődés Bizottsága tag	member of the Committee on Sustainable Development	org.FFB  	2022-05-02	
OroszAnna	member	Gazdasági Bizottság tag	member of the Committee on Economics	org.GB  	2022-05-02	
OvadiPeter	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2018-05-18	2022-05-01
OvadiPeter	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2022-05-02	
OvadiPeter	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2014-06-06	2018-05-07
OvadiPeter	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2018-05-18	2022-05-01
OvadiPeter	member	Vállalkozásfejlesztési bizottság tagja	member of the Committee on Business Development	org.VB 	2022-05-02	
PacsayTomassichOrsolya	secretaryOfState	Emberi Erőforrások Minisztériumának államtitkára		ministry.Emmi	2018-05-22	2019-06-30
PacsayTomassichOrsolya	secretaryOfState	a Magyar Diplomáciai Akadémiáért és a Stipendium Hungaricum Programért felelős államtitkár	secretary of state for the Hungarian Diplomatic Academy and the Stipendium Hungaricum Program	ministry.Kul	2018-05-18	
PajtokGabor	member	Igazságügyi Bizottság tagja	member of the Committee on Justice	org.IB	2022-05-02	
PajtokGabor	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB 	2022-05-02	
PalffyIlona	member			org.NVI 	2013-05-24	2020-08-31
PalffyIlona	head	Nemzeti Választási Iroda elnöke	head of the National Election Office	org.NVI 	2013-05-24	2020-08-31
PalkovicsLaszlo	minister	innovációért és technológiáért felelős miniszter	Minister of Technology and Industry	GOV.11	2018-05-18	2022-05-23
PalkovicsLaszlo	member			GOV.11	2018-05-18	2022-05-23
PalkovicsLaszlo	head	innovációért és technológiáért felelős miniszter	Minister of Technology and Industry	ministry.ITM	2018-05-18	2022-05-23
PalkovicsLaszlo	member			ministry.ITM	2018-05-18	2022-05-23
PalkovicsLaszlo	minister	innovációért és technológiáért felelős miniszter	Minister of Technology and Industry	GOV.12	2022-05-24	
PalkovicsLaszlo	member			GOV.12	2022-05-24	
PalkovicsLaszlo	member			ministry.TIM	2022-05-24	
PalkovicsLaszlo	head	innovációért és technológiáért felelős miniszter	Minister of Technology and Industry	ministry.TIM	2022-05-24	
PalkovicsLaszlo	secretaryOfState	oktatásért felelős államtitkár	secretary of state for higher education	ministry.Emmi	2016-02-06	2018-05-17
PalkovicsLaszlo	secretaryOfState	felsőoktatásért felelős államtitkár	secretary of state for higher education	ministry.Emmi	2014-06-06	2016-02-06
PanczelKaroly	head	Nemzeti összetartozás bizottságának elnöke	head of the Committee on Cohesion	org.NOB 	2014-06-23	2018-05-07
PanczelKaroly	head	Nemzeti összetartozás bizottságának elnöke	head of the Committee on Cohesion	org.NOB 	2018-05-18	2022-05-01
PanczelKaroly	head	Nemzeti összetartozás bizottságának elnöke	head of the Committee on Cohesion	org.NOB 	2022-05-02	
PanczelKaroly	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
PanczelKaroly	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2018-05-18	2022-05-01
PanczelKaroly	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2022-05-02	
PapcsakFerenc	deputyHead	Igazságügyi bizottság alelnöke	deputy head of the Committee on Justice	org.IB	2014-06-06	2015-08-05
PapcsakFerenc	member			org.IB	2014-06-06	2015-08-05
PapcsakFerenc	head			org.MNB-fel	2015-07-06	
PapcsakFerenc	member			org.MNB-fel	2015-07-06	
PatyiAndras	deputyHead	Kúria elnökhelyettese	deputy head of the Curia of Hungary	org.K	2021-04-01	
PatyiAndras	head	Nemzeti Választási Bizottság elnöke	head of the Committee on Cohesion	org.NVB	2013-09-30	2018-08-13
PatyiAndras	member			org.NVB	2013-09-30	2018-08-29
PatyiAndras	member	Kúria tagja	member of the Curia of Hungary	org.K	2018-09-04	
PatyiGergelySandor	secretaryOfState			ministry.Igazsag	2014-06-16	2015-03-25
PatyiGergelySandor	secretaryOfState	magyar igazságügyi kapcsolatokért felelős államtitkár	secretary of state for Hungarian Judicial Relations	ministry.Igazsag	2014-06-06	2015-03-04
PaulikAntal	member	szlovák nemzetiségi szószóló	advocate for the Slovak minority	org.MNemzB 	2018-05-09	2022-05-01
PaulikAntal	member	szlovák nemzetiségi szószóló	advocate for the Slovak minority	org.MNemzB 	2022-05-02	
PelczneDrGallIldiko	deputyHead	Európai Parlament alelnöke	Vice-President of the European Parliament	EP	2014-07-01	2017-08-31
PelczneDrGallIldiko	member	Európai Számvevőszék tagja	Member of the European Court of Auditors	org.ECA	2017-09-01	
PelczneDrGallIldiko	member	európai parlamenti képviselő	MEP	EP	2010-07-02	2017-08-31
PerenyiSigismundPeter	secretaryOfState	európai uniós fejlesztésekért felelős államtitkár	secretary of state for development funded by tthe EU	ministry.ITM	2019-09-11	2020-07-10
PestiImre	deputyHead			org.NB	2022-09-26	
PestiImre	member			org.NB	2018-05-18	2022-05-01
PestiImre	member			org.NB	2022-05-02	
PestiImre	member	Törvényalkotási bizottság tagja	member of the Committee on Legislation	org.TB	2014-06-06	2018-05-07
PetnehazyAttila	member	Nemzeti összetartozás bizottságának tagja	member of the Committee on Cohesion	org.NOB 	2014-06-06	2018-05-07
PinterSandor	deputyHead	miniszterelnök-helyettes	Deputy Prime Minister	GOV.11	2018-05-18	2022-05-23
PinterSandor	minister	belügyminiszter	minister of the interior	GOV.10	2014-06-06	2018-05-17
PinterSandor	member			GOV.10	2014-06-06	2018-05-17
PinterSandor	head	belügyminiszter	minister of the interior	ministry.Bel	2014-06-06	2018-05-17
PinterSandor	member			ministry.Bel	2014-06-06	2018-05-17
PinterSandor	member			ministry.Bel	2018-05-18	2022-05-23
PinterSandor	member			ministry.Bel	2022-05-24	
PinterSandor	minister	belügyminiszter	minister of the interior	GOV.11	2018-05-18	2022-05-23
PinterSandor	member			GOV.11	2018-05-18	2022-05-23
PinterSandor	head	belügyminiszter	minister of the interior	ministry.Bel	2018-05-18	2022-05-23
PinterSandor	minister	belügyminiszter	minister of the interior	GOV.12	2022-05-24	
PinterSandor	member			GOV.12	2022-05-24	
PinterSandor	head	belügyminiszter	minister of the interior	ministry.Bel	2022-05-24	
PinterTamas	member	Mentelmi bizottság tagja	member of the Committee on Immunity	org.MB 	2018-05-18	2018-06-11
